X1,X2,X3,X4,X5,val-esp
-0.62,-0.46,2.5,1.62,0.89,1.0280034000000002
0.72,-1.78,2.97,1.96,-4.9,36.556204608
-3.09,-1.01,1.39,3.66,-4.52,-71.76524530319999
2.16,1.96,2.5,3.68,-2.2,-85.68806400000001
-4.47,-3.49,-4.96,-2.11,-1.91,-311.83901438879997
3.54,1.21,-2.08,-2.05,4.95,90.40886712000001
-0.3,2.79,2.6,1.92,-2.06,8.60730624
2.88,-1.13,0.31,3.12,3.07,-9.663302937599997
-1.01,3.61,0.48,-3.92,-1.95,-13.377978431999997
4.12,3.62,2.14,1.55,1.63,80.637835624
3.49,-4.84,-4.67,-1.75,-3.09,426.56399709
-4.51,1.34,1.96,-2.92,-2.71,-93.73236044480001
-2.59,3.39,-3.82,-4.76,1.38,-220.31743376159994
0.22,-0.4,1.42,0.87,1.84,-0.200035968
-2.0,1.62,-1.44,1.74,0.68,5.520337920000001
2.27,2.23,-1.34,1.0,-4.63,31.40628082
-1.27,3.35,-4.04,-3.62,1.12,-69.687756992
-1.34,-2.62,1.92,1.59,2.4,25.722648576
1.13,3.03,-4.45,-0.97,0.99,14.631471706499998
-1.47,-1.41,0.31,-0.54,0.44,-0.15266679119999998
-2.85,-1.08,-3.21,3.79,-2.0,74.89328040000001
-4.64,-2.71,-0.3,-2.06,3.78,29.374301375999995
-2.29,3.59,-0.97,1.03,1.79,14.7025248079
1.65,2.4,0.78,-3.12,-4.34,41.82482304
-2.09,-2.79,3.2,-4.83,-3.93,354.19314268799997
4.95,1.96,-4.89,4.26,-4.09,826.614533052
-1.96,-0.6,-1.61,2.66,0.65,-3.2736194400000005
-1.2,-4.35,2.23,-1.91,-4.8,106.72102079999998
-3.95,-3.49,-4.98,-3.39,-0.47,-109.38289700700001
3.27,0.71,2.13,-1.39,-4.78,32.85703736819999
-4.14,2.1,-2.36,0.15,0.57,1.7542753199999994
2.11,4.63,3.1,-1.16,-0.92,32.319970576
2.04,2.79,0.09,-3.92,-1.68,3.3734340864
-3.59,-4.8,4.63,-0.81,-3.78,244.283141088
4.11,-2.13,3.23,-3.06,3.46,299.3790961764
2.33,-4.72,-2.13,-0.2,1.97,-9.229405872
-1.51,1.66,-1.05,4.05,2.96,31.551576839999992
0.3,1.63,2.38,0.93,4.83,5.227763058
0.21,-4.36,3.9,-3.37,0.67,8.062599636000002
2.0,3.02,1.6,4.6,-0.62,-27.561728000000006
0.16,-2.15,-1.94,-4.2,0.58,-1.62568896
